Transaction_ID,Timestamp,Amount,Merchant,Location,Card_Type,Device,Is_Fraud
624,20/01/2025 13:54,66.27,Lopez-White,Charlenefort,Discover,Tablet,0
625,18/01/2025 12:55,96.3,Stokes and Sons,Lake Kathryn,Amex,Mobile,0
626,12/01/2025 18:17,46.03,Arnold and Sons,Cathyton,Discover,Mobile,0
627,29/01/2025 16:26,62.09,Brown-Schneider,Michelleland,Discover,Mobile,0
628,05/01/2025 19:53,137.62,Rowland PLC,North Angela,MasterCard,Mobile,0
629,11/01/2025 21:02,3.74,Henry-Torres,Thomasburgh,Amex,Desktop,0
630,05/01/2025 05:27,29.09,Bates Inc,Cassandrahaven,Discover,Tablet,0
631,09/01/2025 03:00,124.95,"Mitchell, Rivera and Becker",South Shawn,Discover,Mobile,1
632,25/01/2025 03:18,225.58,Roberts-Adams,Theresafurt,MasterCard,Tablet,0
633,02/02/2025 10:11,71.68,Delgado-Wise,Randallberg,MasterCard,Mobile,0
634,03/02/2025 18:13,75.95,Moss-Booker,Levybury,Visa,Desktop,0
635,06/01/2025 23:35,11.34,Torres-Barnett,Merrittmouth,Discover,Mobile,0
636,08/01/2025 06:39,59.31,"Gallegos, Mcdonald and Dunn",New Anthonyview,Visa,Tablet,0
637,04/02/2025 12:05,76.06,Galvan LLC,Justinview,Discover,Tablet,0
638,01/01/2025 10:32,27.77,Mcfarland LLC,Lake Gina,Visa,Desktop,0
639,27/01/2025 13:09,31.37,Nolan-Rose,Aguilarshire,MasterCard,Tablet,0
640,16/01/2025 20:10,47.37,Chan and Sons,Christinaburgh,Amex,Tablet,0
641,14/01/2025 20:44,2.03,Hernandez Group,Elliottland,MasterCard,Mobile,0
642,30/01/2025 16:04,38.87,Mitchell-King,Morenoland,Visa,Tablet,0
643,19/01/2025 22:49,23.76,Foster Ltd,Elainefurt,Visa,Mobile,0
644,05/02/2025 05:52,39.67,Foley-Lee,Lake Michael,Amex,Desktop,0
645,25/01/2025 08:07,12.76,"Flores, Miller and Carey",Loriton,Discover,Tablet,0
646,12/01/2025 16:20,221.21,Mendoza-Beard,Willisfurt,Visa,Mobile,0
647,25/01/2025 11:22,90.04,Tanner-Keller,Rebeccaland,Visa,Tablet,0
648,14/01/2025 09:41,113.66,"Horton, Kim and Marsh",Banksville,Visa,Mobile,0
649,10/01/2025 10:51,155.67,"Murray, Pierce and Schultz",Lake Peterfort,Amex,Desktop,0
650,12/01/2025 08:40,69,Vargas-Jones,West Martin,MasterCard,Mobile,0
651,05/01/2025 08:53,9.09,Pearson-Wilson,Walterschester,Visa,Tablet,0
652,20/01/2025 00:00,77.03,Marquez PLC,South Allenport,Amex,Mobile,0
653,16/01/2025 03:58,88.39,Harvey-Moreno,New Jessicamouth,Visa,Tablet,0
654,12/01/2025 23:32,136.82,Webster-Gamble,East Stephen,Discover,Desktop,0
655,21/01/2025 08:40,56.5,Johnson PLC,Christinaberg,Amex,Mobile,0
656,02/01/2025 23:45,13.65,"Mccoy, Thompson and Anderson",East Eric,Visa,Tablet,0
657,16/01/2025 07:11,33.38,Marquez PLC,New Kimberlystad,Amex,Tablet,0
658,03/01/2025 08:53,45.11,"Welch, Ramirez and Martin",Dillonmouth,Visa,Tablet,0
659,07/01/2025 14:22,103.82,Chambers Ltd,West Anthonyhaven,MasterCard,Mobile,0
660,04/02/2025 04:10,84.58,Duncan LLC,South Jennifertown,Visa,Mobile,0
661,25/01/2025 21:42,44.02,"Walls, Proctor and Burch",East Rebecca,Amex,Mobile,0
662,10/01/2025 00:28,430.62,Higgins Group,Mullinsshire,Discover,Desktop,0
663,01/01/2025 01:06,93.08,"Long, Fowler and Young",Thomashaven,Discover,Tablet,0
664,04/02/2025 16:08,27.08,"Williams, Dean and Burns",New Heather,Discover,Tablet,0
665,15/01/2025 15:43,10.73,"Hess, Ramirez and Lawson",Freychester,Visa,Desktop,0
666,14/01/2025 18:57,16.59,Blake Ltd,New Laura,MasterCard,Desktop,0
667,10/01/2025 18:15,28.23,Kim-King,Rebeccaland,Visa,Mobile,0
668,22/01/2025 05:46,17.52,Hays-Valentine,Arnoldport,Discover,Mobile,0
669,21/01/2025 00:48,20.65,Castillo-Diaz,Davismouth,Amex,Mobile,0
670,29/01/2025 03:43,33.56,Lewis-Hill,West Anthonystad,Discover,Mobile,0
671,03/02/2025 03:14,19.04,"Scott, Alvarez and Martin",East Victoria,Amex,Mobile,0
672,11/01/2025 21:58,227.08,Harvey Ltd,South Moniqueburgh,MasterCard,Mobile,0
673,02/01/2025 21:37,8.36,Johnson LLC,Lake Christine,Amex,Desktop,0
674,30/01/2025 04:39,74.34,Russell-Washington,Chadton,Visa,Desktop,0
675,19/01/2025 02:07,52.83,Elliott-Khan,East Christopherport,Visa,Desktop,0
676,30/01/2025 12:15,403.86,"Brown, White and Wilson",South Angela,Visa,Tablet,0
677,02/02/2025 04:48,11.88,Haynes PLC,South Tina,Amex,Tablet,0
678,01/01/2025 11:09,50.73,Turner-Goodman,Brendafort,Visa,Mobile,0
679,02/01/2025 06:23,348.91,"Shah, Gray and Davis",Port Ashlee,Visa,Desktop,0
680,25/01/2025 00:26,200.62,Jacobs Ltd,Christinastad,Visa,Tablet,0
681,15/01/2025 18:05,169.87,Johnson-Edwards,Lake Zachary,MasterCard,Tablet,0
682,22/01/2025 10:08,29.83,Brown PLC,West Natalie,Amex,Desktop,0
683,03/02/2025 13:43,18.74,Bennett Group,Port Andrea,Amex,Tablet,0
684,25/01/2025 19:23,110.46,"Baker, Henry and Shannon",North Stephanieville,Discover,Tablet,0
685,13/01/2025 05:33,265.04,"Rhodes, Norton and Ingram",North Jillmouth,Amex,Desktop,0
686,03/01/2025 10:46,81.37,Nichols Group,East Mary,MasterCard,Tablet,0
687,19/01/2025 23:27,84.77,Avila LLC,New Kennethville,Amex,Desktop,0
688,02/01/2025 12:44,32.85,"Martin, Phillips and Vargas",Matthewbury,MasterCard,Tablet,0
689,22/01/2025 06:28,146.75,Fisher PLC,Port Jacquelinefurt,MasterCard,Desktop,0
690,28/01/2025 13:28,20.71,Foster Group,West Haleyfurt,Amex,Tablet,0
691,14/01/2025 06:48,39.11,"Griffith, Bartlett and Moore",Phillipberg,Discover,Tablet,0
692,11/01/2025 10:16,55.41,Bennett Group,Blanchardfort,Visa,Desktop,0
693,31/01/2025 22:58,70.85,Walker-Houston,Turnertown,Visa,Tablet,0
694,23/01/2025 00:14,27.76,Hahn-Wood,Port Lisaberg,Amex,Desktop,0
695,29/01/2025 05:39,12.2,"Sanford, Harmon and Banks",West Mark,Amex,Desktop,0
696,25/01/2025 16:48,94.32,Clark-Gonzalez,East Brittany,MasterCard,Tablet,0
697,03/01/2025 05:04,34.06,"Dean, Mccoy and Garrett",Lake Paulside,Amex,Mobile,0
698,03/01/2025 08:22,87.05,Mcdonald LLC,Williamsonbury,MasterCard,Tablet,0
699,04/01/2025 00:12,16.77,Palmer Inc,Raymouth,Discover,Mobile,0
700,02/01/2025 20:26,65.61,Johnson LLC,North Anthonybury,Amex,Mobile,0
701,27/01/2025 13:18,76.05,Sampson Group,Tommyside,Visa,Tablet,0
702,29/01/2025 18:03,5.32,Foster Ltd,Carlsonburgh,Visa,Mobile,0
703,16/01/2025 09:12,41.04,Fletcher Group,Scottbury,Amex,Desktop,0
704,02/01/2025 12:20,14.43,"Henson, Huff and Dixon",Parksbury,MasterCard,Desktop,0
705,18/01/2025 10:34,6.55,English PLC,Matthewshire,Visa,Mobile,0
706,01/02/2025 04:10,460.12,"Miles, Brown and Clark",Coreyfort,MasterCard,Desktop,0
707,13/01/2025 09:15,38.91,Burns PLC,New Annburgh,Amex,Tablet,0
708,27/01/2025 18:16,166.01,Mays Ltd,New Cindystad,Amex,Desktop,0
709,21/01/2025 22:39,29.39,Perry-Foster,North Daniel,Visa,Mobile,0
710,07/01/2025 16:27,114.41,"Morton, Anderson and Cunningham",Harrisborough,Amex,Tablet,0
711,20/01/2025 06:46,142.81,"Gonzalez, Walker and Bush",Jacobsonton,Discover,Desktop,0
712,04/01/2025 19:45,90.54,Chang-Christensen,Williamston,Discover,Tablet,0
713,22/01/2025 02:06,63.79,Adams Ltd,East Jennifer,Visa,Mobile,0
714,04/02/2025 16:12,53.08,"Patel, Werner and Cortez",North Sarahmouth,Discover,Desktop,0
715,10/01/2025 18:09,42.9,Williams-Horn,Danielleland,MasterCard,Tablet,0
716,15/01/2025 18:42,265.26,Rodriguez Ltd,Crystalmouth,Visa,Tablet,0
717,11/01/2025 11:22,177.56,Gamble LLC,Lake Sharon,Visa,Desktop,0
718,04/02/2025 06:24,335.32,Campbell-Davidson,Karachester,MasterCard,Tablet,0
719,18/01/2025 01:12,13.27,Carter LLC,West Jack,Discover,Tablet,0
720,04/01/2025 14:26,131.26,Rich-Stevens,Haleyborough,Discover,Mobile,0
721,17/01/2025 18:04,278.61,Leach-Thomas,Hicksbury,Discover,Mobile,0
722,30/01/2025 22:26,20,Holloway-Baker,New Lisaberg,Visa,Mobile,0
723,04/02/2025 05:27,6.88,Howard PLC,West Deborah,Visa,Mobile,0
724,13/01/2025 17:58,135.14,Butler-Thompson,West Andrea,Discover,Mobile,0
725,29/01/2025 16:43,85.44,Grant PLC,Brentchester,Amex,Mobile,0
726,03/01/2025 15:22,184.41,Collins Ltd,North Sarabury,Discover,Desktop,0
727,05/01/2025 13:07,15.06,"Chandler, Gordon and Dennis",Jessefort,MasterCard,Mobile,0
728,02/02/2025 14:30,158.61,Rodriguez Inc,West Larry,Visa,Tablet,0
729,03/02/2025 20:52,22.52,"Robertson, Kennedy and Jenkins",Port Mark,MasterCard,Desktop,0
730,17/01/2025 23:18,17.87,Hanson PLC,Clarkmouth,MasterCard,Tablet,0
731,03/02/2025 14:34,17.94,"Long, Melendez and Bennett",Dustinbury,Visa,Mobile,0
732,25/01/2025 19:37,168.51,Stark-Edwards,Lake Aaron,Amex,Mobile,0
733,24/01/2025 03:05,109.42,"Walker, Bautista and Hayes",Lake Michaelborough,Discover,Tablet,0
734,11/01/2025 20:58,74.04,Frederick-Thomas,Christianfurt,MasterCard,Tablet,0
735,02/02/2025 13:05,44.45,"Jones, Lowe and Vaughan",North Chadmouth,Visa,Tablet,0
736,22/01/2025 09:19,209.72,"Randolph, Dunn and Johnson",Port Diana,MasterCard,Desktop,0
737,03/02/2025 16:25,49.83,Duarte-Solis,Williamschester,Discover,Mobile,0
738,31/01/2025 08:27,169.61,"Carson, Donovan and Smith",New Scottview,Amex,Tablet,0
739,20/01/2025 21:53,57.83,"Rice, Hill and Coleman",West Ashleybury,Amex,Mobile,0
740,30/01/2025 17:19,47.31,Cox-Foster,Hernandezmouth,Amex,Tablet,0
741,31/01/2025 06:26,62.12,Wilkerson PLC,Lake Georgeton,Visa,Mobile,0
742,26/01/2025 16:49,35.86,Donovan Ltd,South Christine,Visa,Desktop,0
743,18/01/2025 17:37,137.68,"Porter, Thompson and Peck",Loweton,Amex,Mobile,0
744,30/01/2025 08:09,69.86,Welch-Miller,North Donnafurt,Discover,Tablet,0
745,25/01/2025 08:44,26.42,Miranda-Owens,North Amandaburgh,Discover,Mobile,0
746,12/01/2025 14:29,229.83,Clements Group,New Lisamouth,Visa,Desktop,0
747,20/01/2025 05:22,48.43,Brown LLC,Michaelberg,Amex,Desktop,0
748,25/01/2025 09:23,78.43,"Jordan, Robinson and Harris",Alexisland,Discover,Mobile,0
749,27/01/2025 23:42,236.95,"Peterson, Thomas and Nguyen",South Amandastad,Discover,Tablet,0
750,29/01/2025 14:47,97.88,"Cameron, Wilson and Lee",Lake Peter,Discover,Desktop,0
751,15/01/2025 14:36,12.43,Davis Group,West Aprilberg,Visa,Desktop,0
752,11/01/2025 22:11,281.06,"Harris, Roy and Tanner",Moralesside,Amex,Mobile,0
753,14/01/2025 02:08,98.81,Osborn-Curtis,Singletonborough,MasterCard,Desktop,0
754,09/01/2025 06:51,40.78,Pierce-Le,Richardchester,Amex,Desktop,0
755,02/02/2025 11:21,15,Richardson-Avery,Oliverside,Amex,Tablet,0
756,01/01/2025 21:18,158,Bailey-Adkins,South Robert,Visa,Tablet,0
757,19/01/2025 05:34,96.78,Morris-Meyer,Gomezport,Discover,Tablet,0
758,03/02/2025 22:39,76.24,Pace-Farley,Michelefurt,Discover,Mobile,0
759,15/01/2025 01:09,224.33,Thomas-Reilly,East James,Visa,Desktop,0
760,24/01/2025 01:50,155.4,"Martinez, Perry and Mckenzie",Edwardston,Visa,Mobile,0
761,05/02/2025 17:54,16.45,Morgan PLC,Aguilarhaven,Visa,Desktop,0
762,26/01/2025 15:17,37.36,Hill and Sons,Port Maria,Visa,Desktop,0
763,03/01/2025 02:15,28.57,Lee and Sons,Hoffmanbury,Visa,Desktop,0
764,04/02/2025 20:58,136.24,"Sanchez, Rodriguez and Peterson",Jonesburgh,MasterCard,Tablet,0
765,25/01/2025 09:56,3.41,Arnold Inc,New Theresa,Amex,Mobile,0
766,16/01/2025 04:17,84.37,Mccoy-Mccoy,West Mitchellstad,Amex,Mobile,0
767,05/01/2025 02:26,143.74,Parker Group,Lake Todd,Amex,Desktop,0
768,19/01/2025 15:56,209.37,Henderson Group,Nicoleburgh,Discover,Mobile,0
769,31/01/2025 05:12,41.87,Wood-Blackwell,Nealshire,MasterCard,Tablet,0
770,02/02/2025 00:10,172.18,"Thomas, May and Smith",South Michelleton,Amex,Mobile,0
771,27/01/2025 07:42,11.72,"Cooper, Vance and Schultz",New Michael,Discover,Desktop,0
772,18/01/2025 03:43,187.37,"Ward, Baxter and Wilson",South Ryanhaven,MasterCard,Tablet,0
773,05/01/2025 22:48,13.64,Weber Group,Murrayburgh,MasterCard,Tablet,0
774,14/01/2025 03:47,50.63,Hansen LLC,East Timothyshire,Discover,Desktop,0
775,16/01/2025 02:29,159.6,"Mora, Thompson and Tran",Wrightbury,MasterCard,Mobile,0
776,25/01/2025 23:29,16.24,"Taylor, Martin and Goodwin",Lopezburgh,Discover,Desktop,0
777,02/02/2025 20:26,26.04,Matthews LLC,Clarkville,Amex,Mobile,0
778,01/01/2025 09:52,128.1,Cole PLC,Robertside,Discover,Mobile,0
779,11/01/2025 13:50,127.31,Mccoy-Dominguez,Kingview,MasterCard,Tablet,0
780,30/01/2025 22:43,102.48,"Sexton, Pena and Fletcher",Reynoldsburgh,Amex,Desktop,0
781,18/01/2025 07:17,118.4,"Myers, Sullivan and Solis",Angelaton,Amex,Tablet,0
782,08/01/2025 11:51,78.25,Riggs-Vance,Timothyport,Visa,Desktop,0
783,16/01/2025 22:49,29.01,Alvarado-Pineda,Marcuschester,Visa,Desktop,0
784,24/01/2025 04:58,42.42,Jackson and Sons,Moorechester,MasterCard,Tablet,0
785,31/01/2025 16:47,20.04,Hill PLC,South Dorothy,Discover,Desktop,0
786,29/01/2025 07:20,239.09,Tucker-Burns,East Toddberg,Discover,Desktop,0
787,11/01/2025 20:57,87.56,Hoffman and Sons,East Rachel,MasterCard,Mobile,0
788,22/01/2025 11:51,51.22,Robinson Group,Port Jeffrey,Amex,Desktop,0
789,30/01/2025 01:59,61.99,Simmons-Turner,Amandaburgh,MasterCard,Desktop,0
790,12/01/2025 01:59,294.28,"Mcmahon, Hale and Williams",Joshuaview,MasterCard,Tablet,0
791,03/01/2025 10:47,16.65,Wilkerson-Martinez,Davisborough,Amex,Tablet,0
792,19/01/2025 13:02,88.24,"Phillips, Ramirez and Wong",Brandonhaven,Discover,Desktop,0
793,20/01/2025 22:36,70.5,Jackson Inc,Welchside,MasterCard,Mobile,0
794,28/01/2025 11:25,94.53,Mcdonald-Thompson,Taylorshire,Discover,Mobile,0
795,06/01/2025 21:22,1.83,Reed-Archer,East Whitneyfurt,MasterCard,Tablet,0
796,30/01/2025 19:43,205.67,"Johnson, Haney and Burke",Port John,Amex,Desktop,0
797,23/01/2025 18:15,269,"Adams, Stout and Sims",Blankenshipchester,Amex,Desktop,0
798,20/01/2025 08:11,83.27,"Williams, Hutchinson and Johnson",New Nathanielstad,Visa,Mobile,0
799,30/01/2025 23:01,119.29,"Christensen, Moreno and Beard",East Lisafort,Amex,Mobile,0
800,08/01/2025 08:38,255.75,Maddox-Jones,Freybury,Visa,Mobile,0
801,03/02/2025 17:04,122.84,"Galloway, Herman and Hill",Rossland,MasterCard,Tablet,0
802,24/01/2025 05:28,16.55,Baird-Gonzalez,New Marc,Discover,Desktop,0
803,16/01/2025 08:27,85.87,Hodge-Odom,Christinachester,Amex,Tablet,1
804,01/01/2025 01:00,93.32,Escobar Group,East Ericborough,Amex,Desktop,0
805,27/01/2025 13:14,55.19,Garcia Group,Williechester,Amex,Tablet,0
806,09/01/2025 04:26,133.35,Hull Ltd,Christyton,MasterCard,Desktop,0
807,31/01/2025 23:46,272.37,Colon LLC,West Jessicaborough,Visa,Mobile,0
808,17/01/2025 10:52,259.79,"Baker, Miller and Yates",Gonzaleztown,MasterCard,Mobile,0
809,05/01/2025 03:00,59.94,Miller LLC,New Maryfort,Discover,Mobile,0
810,06/01/2025 01:17,12.02,Welch-Johnson,West Julie,MasterCard,Tablet,0
811,22/01/2025 08:00,418.92,Carney-Stevens,East Tiffany,Discover,Mobile,0
812,07/01/2025 10:59,182.57,Roth Ltd,Brownfurt,Amex,Desktop,0
813,31/01/2025 09:17,13.31,Harris-Henry,Smithborough,Discover,Tablet,0
814,03/01/2025 00:25,253.63,"Ramirez, Ware and Miller",Holmeschester,Discover,Desktop,0
815,14/01/2025 00:34,203.94,Gallagher Ltd,East Amyside,Visa,Tablet,0
816,08/01/2025 12:06,73.16,"Lee, Chen and Farmer",Wintersside,Discover,Desktop,0
817,05/02/2025 18:34,89.47,Johnson Group,Jennymouth,Discover,Desktop,0
818,03/01/2025 09:27,50.92,Smith Ltd,North Rachaeltown,MasterCard,Tablet,0
819,15/01/2025 13:57,5.63,May-Morris,Lake Lucas,Amex,Tablet,0
820,02/02/2025 07:47,40.83,Kim-Hammond,East Kellychester,MasterCard,Mobile,0
821,08/01/2025 22:06,162.38,Reeves-Shelton,Michaelburgh,MasterCard,Mobile,0
822,14/01/2025 07:54,0.46,Hamilton LLC,Ericside,Amex,Desktop,0
823,18/01/2025 23:43,40.57,"Grimes, Fowler and Hays",Zamorahaven,Amex,Desktop,0
824,05/01/2025 18:36,50.78,Schwartz-Torres,East Chrisport,Discover,Desktop,0
825,01/02/2025 14:05,77.09,Davis Ltd,Katieport,Discover,Tablet,0
826,28/01/2025 12:28,252.39,"Carroll, Koch and Bauer",Campbellview,Visa,Tablet,0
827,21/01/2025 02:11,42.52,Parker-Webb,Acostahaven,MasterCard,Mobile,0
828,26/01/2025 12:32,42.61,Jacobs-Walton,Andreastad,Amex,Desktop,0
829,03/02/2025 01:23,133.75,"Nichols, Castillo and Randall",West John,Discover,Mobile,0
830,05/02/2025 07:25,60.19,Williams Ltd,North Tonyborough,Amex,Tablet,0
831,08/01/2025 22:25,25.44,Wang-Mays,West Michaelhaven,Discover,Tablet,0
832,29/01/2025 18:05,60.23,Woods-Cabrera,New Taraville,Visa,Tablet,1
833,04/02/2025 13:31,15.18,"Huerta, Torres and Keller",Perezbury,Visa,Mobile,0
834,19/01/2025 11:16,19.41,Watts-Simpson,East Laurenstad,Amex,Tablet,0
835,01/02/2025 12:09,68.99,"Johnson, Stevenson and Matthews",East Jonathanmouth,Visa,Desktop,0
836,05/02/2025 13:59,54.29,Beltran Group,East Markberg,Amex,Mobile,0
837,02/01/2025 01:41,246.33,"Morales, Hall and Harris",Brooksberg,Discover,Tablet,0
838,25/01/2025 02:49,45,Hardy Group,North Tinahaven,MasterCard,Mobile,0
839,01/02/2025 13:48,86.89,Walters-Hill,Wayneburgh,Visa,Mobile,0
840,22/01/2025 12:05,100.04,"Ramos, Sullivan and Vance",Hahntown,Discover,Tablet,0
841,13/01/2025 11:51,1.32,Jennings-Scott,Millerchester,MasterCard,Tablet,0
842,10/01/2025 04:30,108.93,White-Mills,South Kevin,MasterCard,Mobile,0
843,20/01/2025 01:33,19.61,Lewis Ltd,East Tylershire,MasterCard,Mobile,0
844,20/01/2025 04:19,324.6,Fischer PLC,Georgeshire,Discover,Tablet,0
845,08/01/2025 12:53,16.09,"Mason, Wright and Brown",Salazarport,Discover,Desktop,0
846,21/01/2025 23:51,53.55,"Hudson, Hartman and Mckinney",East Candaceport,Amex,Mobile,0
847,27/01/2025 00:11,8.92,Allen Inc,Johnsontown,MasterCard,Mobile,0
848,03/02/2025 16:13,576.81,Holloway-Murphy,West Briannaberg,MasterCard,Desktop,0
849,28/01/2025 04:34,69.75,Thornton Ltd,Shannonhaven,MasterCard,Tablet,0
850,03/02/2025 19:17,90.48,"Espinoza, Frank and Ayala",Garciaville,Amex,Tablet,0
851,30/01/2025 17:47,6.94,Anderson-Sosa,Glasston,MasterCard,Desktop,0
852,04/01/2025 15:02,138.61,Jones Group,New Jordanton,Discover,Tablet,0
853,05/01/2025 14:13,23.56,"Moses, Middleton and Evans",Leebury,MasterCard,Tablet,0
854,31/01/2025 11:41,228.33,"Higgins, Blevins and Fuller",Aaronmouth,Visa,Mobile,0
855,02/01/2025 10:03,22.96,Rice-Brooks,Christinemouth,Discover,Mobile,0
856,12/01/2025 06:41,21.16,"Thompson, Humphrey and Smith",Littlemouth,Amex,Mobile,0
857,14/01/2025 23:34,3.72,Walker LLC,North Christopher,MasterCard,Desktop,0
858,20/01/2025 05:59,63.88,Gilmore Inc,Dunnberg,Visa,Tablet,0
859,15/01/2025 03:42,83.2,White-Moore,West Markshire,Amex,Tablet,0
860,19/01/2025 09:09,6.8,"Hester, Smith and Baker",South Mark,Amex,Mobile,0
861,03/02/2025 18:34,149.4,"Johnson, Smith and Neal",Perkinsshire,Discover,Mobile,0
862,24/01/2025 08:50,60.38,Boyd-Henry,Port Kennethstad,Amex,Desktop,0
863,09/01/2025 05:52,74.32,Jones-Jones,Michaelchester,Amex,Tablet,0
864,26/01/2025 02:17,58.12,Diaz-Stephens,Angelaview,Amex,Desktop,0
865,16/01/2025 23:29,51.21,Chan-Foster,Wolfestad,Amex,Tablet,0
866,22/01/2025 19:42,82.02,Vazquez Ltd,Port Jake,MasterCard,Desktop,0
867,03/02/2025 04:07,16.87,Curtis and Sons,Butlerton,MasterCard,Mobile,0
868,20/01/2025 13:57,20.08,"Stewart, White and Johnson",North William,MasterCard,Desktop,0
869,26/01/2025 07:43,197.89,Beck Group,Kerrmouth,MasterCard,Desktop,0
870,11/01/2025 11:38,292.09,"Carrillo, Schwartz and Arnold",Sanchezfurt,Visa,Mobile,0
871,31/01/2025 10:30,46.73,"Sullivan, Anderson and Hawkins",Guzmanshire,MasterCard,Tablet,0
872,09/01/2025 14:20,31.57,Fisher-Holden,East Gina,Amex,Tablet,0
873,10/01/2025 01:55,103.28,Sutton Ltd,New Cynthiastad,MasterCard,Mobile,0
874,01/01/2025 18:50,52.55,"Patrick, Clark and Petersen",West Kyle,MasterCard,Desktop,1
875,03/02/2025 08:54,2.57,Mcbride-Kidd,West Sean,Discover,Desktop,0
876,01/01/2025 08:30,16.98,Mcbride Inc,Hayesside,Amex,Desktop,0
877,22/01/2025 11:45,125.87,Flores-Hughes,North Marie,MasterCard,Tablet,0
878,04/02/2025 05:08,107.56,Sharp-Griffin,North Lorichester,MasterCard,Desktop,0
879,01/01/2025 13:30,2.75,Collins-Erickson,North Madison,MasterCard,Tablet,0
880,29/01/2025 05:13,25.1,Herring-Murphy,Michaelberg,Visa,Desktop,0
881,18/01/2025 04:51,26.28,Raymond-Lowe,West Melissaborough,MasterCard,Mobile,0
882,25/01/2025 01:56,111.44,"Green, Conrad and Sullivan",Fullershire,Discover,Mobile,0
883,05/02/2025 02:01,1.99,Lewis LLC,Mitchellfurt,Amex,Tablet,0
884,13/01/2025 15:12,10.99,Stevens LLC,Michaelborough,Amex,Tablet,0
885,14/01/2025 10:49,160.9,Lee-Hall,Morganland,MasterCard,Mobile,0
886,02/02/2025 05:14,19.67,Chapman and Sons,South Kelly,MasterCard,Mobile,0
887,27/01/2025 10:09,105.77,"White, Smith and Robles",Kellyport,MasterCard,Desktop,0
888,01/02/2025 15:05,27.2,"Hensley, Johnson and Lambert",Lake Jonathan,Amex,Mobile,0
889,25/01/2025 08:09,10.47,Thompson-Grant,Leslieborough,Amex,Tablet,0
890,14/01/2025 10:18,27.86,"Kim, Pierce and Grant",West David,Visa,Mobile,0
891,09/01/2025 06:06,128.11,Martinez-Preston,Johnsonburgh,Discover,Tablet,0
892,10/01/2025 13:33,193.58,"Cook, Newton and Cooper",Lisachester,Visa,Tablet,0
893,15/01/2025 00:26,177.33,Patterson and Sons,Lake Joseph,Discover,Desktop,0
894,25/01/2025 17:42,50.61,Morris-Larson,New Davidbury,Visa,Desktop,0
895,24/01/2025 07:10,110.29,"Mann, Clark and Hinton",South Debra,Amex,Desktop,0
896,24/01/2025 17:56,22.94,"Mcmillan, Phillips and Hopkins",New Carol,Visa,Desktop,0
897,17/01/2025 05:20,34.69,Roberts-Mason,Kellyside,Discover,Mobile,0
898,26/01/2025 05:28,226.66,Bridges Group,Abbotttown,MasterCard,Desktop,0
899,25/01/2025 06:59,1.31,"Doyle, Cooley and Morgan",Josephhaven,Discover,Mobile,0
900,25/01/2025 16:12,8.94,Garcia-Thompson,Tiffanymouth,MasterCard,Desktop,0
901,02/02/2025 03:08,23.31,Wilson-Swanson,Lake Craig,Amex,Desktop,0
902,20/01/2025 19:56,2.69,"Garza, Smith and Cooper",Lake Meagan,Discover,Tablet,0
903,27/01/2025 04:43,20.02,Page-Grant,Lake Hannah,Visa,Mobile,0
904,25/01/2025 22:32,87.48,"Gallagher, Moreno and Williams",Brentberg,Discover,Tablet,0
905,18/01/2025 15:47,54.72,Pierce Ltd,Aprilmouth,MasterCard,Desktop,0
906,17/01/2025 02:40,223.19,Moody Ltd,Port Jeffport,Amex,Mobile,0
907,13/01/2025 11:26,170.07,"Taylor, Manning and Chavez",Patrickville,Visa,Desktop,0
908,20/01/2025 13:07,41.83,"Hanson, White and Rodriguez",West Kimberly,Discover,Tablet,0
909,17/01/2025 03:26,30.03,Mills Group,South Meghan,MasterCard,Mobile,0
910,23/01/2025 07:08,47.75,Gonzales-Brown,Lake Katherinebury,Visa,Tablet,0
911,05/01/2025 17:20,89.23,Leon PLC,East Norman,Amex,Desktop,0
912,27/01/2025 06:41,31.21,Brown and Sons,East Scott,Visa,Desktop,0
913,29/01/2025 12:33,97.86,Jackson Group,Michellefurt,Amex,Desktop,0
914,30/01/2025 23:29,52.66,Ortiz-Cervantes,New Adam,Visa,Mobile,0
915,16/01/2025 19:15,80.31,Harper-Montgomery,Valentinetown,Discover,Tablet,0
916,14/01/2025 18:29,57.29,Watson-Rodriguez,Ryanburgh,MasterCard,Tablet,0
917,01/02/2025 04:36,34.88,Ward Inc,Burkeland,Discover,Desktop,0
918,02/02/2025 03:36,296.53,Lynch-White,North Jacobtown,Discover,Tablet,0
919,03/02/2025 08:40,144.23,"Francis, Moyer and Ellis",Perezstad,Amex,Mobile,0
920,21/01/2025 12:08,15.1,Ross Ltd,West Jessicachester,Amex,Desktop,0
921,28/01/2025 14:37,202.85,"Moore, Simmons and Silva",Christophershire,Amex,Desktop,0
922,11/01/2025 17:38,66.83,Munoz-Wang,South Ashleybury,Discover,Desktop,0
923,23/01/2025 14:36,224.95,"Callahan, Brown and Garcia",New Henrybury,Visa,Mobile,0
924,04/01/2025 07:31,160.87,Beltran Group,East Barbara,Visa,Desktop,0
925,27/01/2025 08:57,55.38,Smith PLC,Lake Jeffreyview,Discover,Desktop,0
926,01/01/2025 07:07,2.27,"Jackson, Burke and Reid",Kendraborough,Discover,Desktop,0
927,01/01/2025 20:22,31.29,"Schmidt, Jones and Johnson",North Charlesville,MasterCard,Desktop,0
