TransactionID,Amount,TransactionType,CustomerAge,AccountBalance,Location,DeviceUsed,TimeOfTransaction,CardType,PreviousFraudHistory,MultiDeviceUsed,TransactionSpeed,MerchantRisk,RepeatedTransactions,InternationalTransaction,Fraudulent
2060,5458.864375374986,POS,70,22609.134268084712,France,Desktop,Evening,Prepaid,1,0,0.1077950499272911,Medium,0,0,1
464,5837.853963320625,Wire Transfer,41,32939.30588404564,India,Mobile,Evening,Debit,0,0,2.10690903264693,Medium,0,0,1
2331,2583.496131133881,POS,30,19619.95511205572,Canada,Tablet,Morning,Debit,0,0,2.648537886313941,Low,1,0,1
3044,4041.9740135922966,Online,29,8537.474711057914,France,Mobile,Morning,Prepaid,1,1,4.993872607131877,Low,0,1,0
4735,4311.05285092124,Online,70,14679.281921214104,France,Mobile,Afternoon,Credit,0,0,0.14214891032030522,High,0,0,0
595,8968.916214961058,Online,45,35264.18120196562,Canada,Tablet,Afternoon,Prepaid,1,0,2.4569061431974677,Medium,0,0,1
3815,2536.0526013186104,Online,50,18581.150517888385,Mexico,Desktop,Afternoon,Debit,0,1,3.9381518547725864,High,0,0,0
626,3695.4472593020264,Wire Transfer,56,36391.70812896858,USA,Mobile,Evening,Prepaid,1,1,4.038254936848827,Low,0,0,1
451,7773.697690115094,ATM,43,19907.747229238747,UK,Tablet,Evening,Prepaid,0,1,2.551255425932478,Low,0,0,1
1500,8634.703159222534,POS,36,1164.3539721290952,UK,Desktop,Afternoon,Credit,0,0,0.17178180811838598,Low,0,0,1
2457,4445.997054530007,POS,76,2474.25067769354,UK,Tablet,Night,Credit,0,0,0.21369288984931828,Low,0,0,1
4723,2050.3786426206043,Online,34,11489.784180262968,UK,Desktop,Evening,Prepaid,0,0,4.718741339457542,Medium,0,1,0
2985,5468.838857617695,POS,20,4380.33512252326,UK,Mobile,Evening,Credit,0,1,1.891625371448008,Medium,1,0,1
1570,4523.159110584919,POS,30,25046.934587494725,India,Tablet,Afternoon,Debit,0,1,2.818390942707206,High,0,0,1
1035,778.7624842757995,POS,38,20163.02106112436,Canada,Desktop,Evening,Prepaid,0,0,2.4993472948028814,Medium,1,0,1
3519,719.6385415495812,Wire Transfer,33,28506.024255752833,India,Desktop,Night,Credit,1,1,0.5749330004699139,High,0,0,0
1558,4116.17441336898,ATM,55,6135.522196509058,Germany,Tablet,Morning,Debit,0,0,2.681313809041782,High,0,0,1
3625,2504.1928378748994,Online,29,44515.710416032554,India,Tablet,Night,Debit,0,0,4.959269914515015,Low,0,0,0
4665,8297.331529673667,Online,73,45100.12997349507,Germany,Tablet,Morning,Debit,0,0,2.3751141823591717,High,0,0,0
151,9083.57620080687,Wire Transfer,65,32383.467806041295,Canada,Desktop,Afternoon,Prepaid,1,1,4.330429400937069,High,0,0,1
1421,3168.3994887177378,ATM,49,25704.343743963687,France,Desktop,Evening,Credit,1,0,4.141994355323116,Medium,0,0,1
2012,635.9055025189916,ATM,37,37025.94698089337,USA,Tablet,Morning,Credit,1,1,3.0904796734764,Low,1,0,1
2687,1252.4403060150971,ATM,48,8079.375087903412,Germany,Tablet,Afternoon,Debit,1,1,1.4237183248007084,High,0,0,1
1787,6370.330124850401,POS,53,35074.530776468164,Mexico,Desktop,Morning,Credit,0,1,0.9426648137798107,Medium,0,0,1
89,8873.255298337503,ATM,55,1059.612311392638,Canada,Tablet,Morning,Debit,0,0,4.794179523175516,Medium,0,0,1
458,4691.919813521322,POS,43,40975.89593550356,India,Desktop,Morning,Credit,0,0,2.181936685708291,High,0,0,1
1306,8710.981546223395,POS,74,21812.495585490822,Canada,Desktop,Afternoon,Debit,0,0,4.797205911534969,Low,1,0,1
2926,9020.382565524009,ATM,23,30880.969077697766,Germany,Mobile,Night,Credit,0,0,3.2291237549839,Medium,0,0,1
3271,2540.1911113919236,Wire Transfer,27,42711.01714828662,UK,Tablet,Night,Prepaid,0,1,1.284316945407466,Low,1,0,0
3228,3549.1705588999844,Online,24,7048.966849505706,Mexico,Tablet,Evening,Prepaid,0,0,0.43048073606857695,Medium,0,0,0
1989,4374.138519125644,POS,57,3413.2932927750494,Mexico,Tablet,Evening,Debit,0,0,3.325199551461154,High,1,0,1
3755,2723.615480930953,Wire Transfer,65,5141.01119024119,Germany,Desktop,Night,Prepaid,0,0,0.8613153883670541,High,0,0,0
3647,4877.7808874595075,POS,20,31564.465616636546,Germany,Mobile,Evening,Prepaid,0,0,3.323943756350022,Low,0,0,0
832,4529.870766165607,Online,57,12695.646233501406,France,Mobile,Morning,Credit,0,0,0.3263747942831358,High,0,0,1
240,1779.3356872764189,Wire Transfer,61,12689.882127799607,France,Mobile,Morning,Debit,0,0,1.7154216873881536,High,0,0,1
4682,2495.4299695043787,Wire Transfer,32,19921.25843697318,France,Tablet,Evening,Credit,0,0,2.56751634084433,Low,0,1,0
3023,6857.584393386796,Wire Transfer,56,28278.01467290204,UK,Desktop,Evening,Credit,0,0,0.8865552792232625,Medium,0,0,0
3149,7875.996397255805,Online,21,30159.44117022594,UK,Tablet,Evening,Credit,0,0,0.4434497131813062,Medium,0,0,0
1947,4407.587989575351,POS,39,34794.41788392844,Canada,Mobile,Evening,Debit,0,0,1.3617655560513877,High,0,0,1
2776,4333.831862072598,ATM,50,5863.588477695531,Canada,Mobile,Afternoon,Credit,0,0,2.332236596563994,High,0,0,1
193,9005.176391061672,Online,35,2060.9022975849766,UK,Desktop,Morning,Credit,0,0,2.5352884533147697,Medium,1,0,1
4850,1095.7385683531738,Online,48,45449.89971864056,Canada,Mobile,Afternoon,Debit,0,1,0.7401174036365227,Low,0,0,0
4940,8119.949116325355,Online,22,9062.91458149408,UK,Tablet,Evening,Prepaid,0,0,2.9306630758844032,Low,1,0,0
945,2072.148504888426,ATM,71,23297.19754649924,USA,Mobile,Evening,Debit,0,0,0.5659306040303284,High,0,0,1
1269,6004.2052757118445,POS,27,9263.401107629377,Germany,Mobile,Night,Credit,0,1,0.14379903008343603,Medium,0,0,1
4232,5569.081727114732,Wire Transfer,20,36204.86213861924,UK,Mobile,Afternoon,Prepaid,0,1,3.978832480825123,Medium,0,0,0
2308,6174.494496016835,Wire Transfer,45,27053.392932841118,Mexico,Mobile,Evening,Prepaid,0,0,0.2260128217779274,High,0,0,1
4425,3160.483795228514,Wire Transfer,58,47939.913109537316,France,Mobile,Evening,Credit,0,1,2.8384693384455892,High,0,0,0
4712,4585.705879672848,ATM,40,9399.193603801692,France,Desktop,Night,Debit,0,1,3.9033406612628982,Medium,0,0,0
2314,7025.565072656326,POS,24,29274.225458548935,France,Mobile,Morning,Prepaid,1,1,0.1191053112587459,High,0,0,1
3215,2303.685625932147,POS,34,18972.26934404757,UK,Desktop,Afternoon,Prepaid,0,0,2.2332979716404995,High,0,0,0
2733,587.8660499771345,ATM,42,49792.28008581365,Germany,Tablet,Afternoon,Debit,0,0,1.0987301542701629,Low,0,0,1
1927,5886.140646814421,Wire Transfer,24,39578.754819649555,India,Tablet,Evening,Debit,0,0,3.668666646595866,Low,0,0,1
4228,6413.24562570659,Online,31,33923.43082523117,Mexico,Desktop,Night,Credit,0,0,3.9287804614092328,Low,0,0,0
4677,481.49504995681616,ATM,39,24882.267052317075,France,Tablet,Night,Credit,0,0,0.3862028166437811,High,0,0,0
801,7075.313956790852,POS,18,20257.810354308243,India,Mobile,Morning,Debit,1,0,3.976514052604281,Medium,0,1,1
3672,505.6475896549861,ATM,36,15910.339799804357,France,Mobile,Night,Prepaid,0,1,1.9276406505678643,Low,0,0,0
4194,7305.189403400416,Online,59,25311.963329857896,France,Desktop,Afternoon,Prepaid,0,0,3.197782004595693,Medium,0,0,0
2969,9471.435764414106,POS,34,46154.29096197147,UK,Mobile,Night,Debit,0,0,1.575775716368459,Low,0,0,1
4794,2983.5262729071214,Online,51,41119.554647314115,USA,Desktop,Morning,Credit,0,0,3.643578379351993,Low,0,0,0
4369,1642.0339164002178,POS,34,25168.897647211965,Canada,Mobile,Night,Credit,0,0,0.8654724178244569,Low,0,0,0
2777,448.56042700362116,Online,51,32684.13328285677,Canada,Desktop,Evening,Prepaid,0,1,1.9752810965937089,Low,0,1,1
2971,3811.3719216002464,Wire Transfer,30,16463.69195700438,USA,Mobile,Night,Credit,0,1,1.1750490655778625,Low,0,0,1
3868,6761.471021789695,Wire Transfer,57,42535.389586424906,India,Desktop,Morning,Credit,1,0,2.6063830864983295,High,0,0,0
1744,120.20233164218567,POS,78,6531.2241538295675,USA,Desktop,Night,Credit,0,0,4.285858333006636,High,0,0,1
3949,1638.560947010713,POS,72,24434.309756307364,Germany,Mobile,Night,Debit,0,0,4.975463863993216,Medium,0,0,0
3803,8189.214892545668,ATM,62,35572.712093211456,Mexico,Desktop,Evening,Debit,0,0,2.0562917031604586,Low,0,0,0
2025,4193.745257550872,Online,63,42483.76537005624,Germany,Mobile,Evening,Prepaid,0,1,2.716020451910728,Low,0,0,1
2275,9505.805215336173,POS,45,24162.43470223123,Canada,Mobile,Night,Debit,0,1,1.1570803728391705,Medium,1,0,1
100,1087.8353556631114,Wire Transfer,25,26929.16929271017,Canada,Mobile,Afternoon,Debit,0,0,2.317085990967192,Medium,0,0,1
4922,7381.898412298015,POS,43,22089.824522130275,Mexico,Tablet,Night,Credit,0,1,0.765414396115612,Low,1,0,0
3408,9976.306691047545,POS,20,47228.01851335739,India,Desktop,Evening,Debit,0,0,1.126459850293706,High,0,1,0
4246,9347.951855728126,POS,20,16212.494781930753,Mexico,Mobile,Afternoon,Credit,0,0,1.9110713120986822,Low,0,0,0
4620,8588.394231233293,Online,69,29217.570849105647,Germany,Tablet,Evening,Debit,0,1,3.130961749941517,High,1,1,0
4917,3285.1036065118406,Online,34,19823.77143616938,Mexico,Mobile,Afternoon,Credit,0,0,1.6793839788372937,Low,1,0,0
192,8973.185421953734,Online,36,24838.50565635818,India,Tablet,Morning,Prepaid,0,1,3.937800849853124,High,0,0,1
4697,5060.152709317668,ATM,45,46824.162400853755,Germany,Mobile,Morning,Debit,0,0,1.184552319582883,High,0,0,0
1785,6596.945682835769,Wire Transfer,76,39280.88770093219,Germany,Mobile,Morning,Credit,1,0,3.1078947401613064,High,0,0,1
1533,7164.345235489704,Online,22,10873.104179569387,Germany,Mobile,Afternoon,Credit,1,0,3.8684217048896197,Medium,1,0,1
2835,3984.387888766548,Online,39,18794.142683249825,India,Mobile,Afternoon,Prepaid,0,0,4.267413632929001,Medium,0,0,1
4445,4102.631964232266,ATM,77,29118.085787000815,France,Desktop,Morning,Debit,0,0,3.224748901641542,Low,0,0,0
4916,9165.726619643987,Wire Transfer,78,39821.782217532986,Mexico,Mobile,Afternoon,Credit,0,1,0.18094609683981305,Medium,0,0,0
1599,865.7259134683411,Wire Transfer,61,44349.35347616599,Canada,Tablet,Night,Credit,0,0,3.6241245300094787,Low,0,0,1
1780,8410.307078464966,POS,77,35372.73958664507,UK,Mobile,Night,Debit,0,0,2.576301645819795,Low,0,0,1
4901,70.4099614079444,Online,44,25540.460785576874,Mexico,Mobile,Night,Debit,0,0,2.442552331794494,Medium,0,0,0
2575,2268.029688181837,POS,55,46210.83811217729,Canada,Tablet,Night,Prepaid,1,0,0.8289949450615921,Low,0,0,1
3399,2497.5972737298084,POS,44,1716.6085571426627,Germany,Desktop,Afternoon,Credit,0,0,1.7203358492267367,Low,0,0,0
3976,9043.390481161576,Wire Transfer,59,32836.5603111731,USA,Mobile,Evening,Debit,0,0,2.4403916652608046,Medium,0,0,0
3771,5471.4898639005805,ATM,25,20576.060971711046,Canada,Mobile,Morning,Credit,0,1,1.424815574707385,High,0,1,0
167,3214.592849067641,Wire Transfer,76,41952.45840396787,Mexico,Tablet,Afternoon,Prepaid,1,0,4.297945501188008,Medium,0,1,1
1752,2159.8667014522025,ATM,54,41954.57493260527,UK,Desktop,Afternoon,Debit,0,0,0.3513057087789968,Low,0,0,1
1480,4361.477314981201,Online,56,6141.998942855209,USA,Desktop,Evening,Debit,0,1,1.0422720759640538,High,0,0,1
1025,9443.222226243204,ATM,24,31703.85306042828,USA,Mobile,Morning,Credit,1,0,4.794109015877638,Low,0,0,1
1789,675.8538852012928,ATM,68,22720.487564073195,Mexico,Tablet,Morning,Debit,0,1,3.496233940054799,Medium,1,0,1
2265,6074.8248914003525,POS,21,6004.535328577559,Mexico,Mobile,Afternoon,Credit,0,0,1.2876440419609718,High,0,0,1
2474,7224.210922204499,Wire Transfer,69,31749.483079822516,Canada,Tablet,Morning,Debit,0,1,3.4451779575712074,Medium,0,0,1
1823,6153.979550708277,Online,61,47865.84256452761,Germany,Tablet,Afternoon,Credit,0,0,4.239337399377001,Low,1,0,1
1221,9509.1269868816,Online,29,36227.03370304906,Canada,Mobile,Night,Prepaid,0,0,2.906564805835134,High,0,0,1
1667,2093.0200384297846,Online,23,44341.03336717609,Germany,Desktop,Morning,Debit,0,1,1.872584097993989,Low,0,0,1
2961,1960.4536235353555,ATM,26,18353.12278554756,Canada,Tablet,Morning,Prepaid,0,1,3.9803284200447955,High,0,0,1
153,1457.4997721913187,Online,38,48434.57251065215,India,Tablet,Morning,Credit,0,0,1.804102914730213,High,0,0,1
2535,7381.3164904296855,ATM,44,41320.7464424441,Germany,Desktop,Morning,Debit,1,0,2.4677511571772284,Low,0,0,1
4689,5447.130796782356,Online,57,26863.8923274224,USA,Desktop,Night,Debit,0,0,3.9843236479882176,Low,1,1,0
1979,8728.575202341173,Online,43,10620.736626160759,UK,Tablet,Evening,Debit,0,0,1.9626670018522945,High,0,0,1
1470,7826.030985742152,Wire Transfer,79,42098.60593536479,India,Mobile,Night,Prepaid,0,0,0.32769048521497196,Low,0,0,1
2808,1625.0976480072493,Wire Transfer,78,4994.3158998803365,Germany,Tablet,Evening,Prepaid,1,0,1.8318084616204267,Low,0,0,1
2513,4488.707363140527,ATM,57,24760.759633577312,Mexico,Tablet,Morning,Credit,0,0,1.8907801902593775,Medium,1,0,1
2944,7147.097399071709,ATM,44,21628.71325016753,Canada,Desktop,Morning,Prepaid,0,1,4.516674994826138,Low,0,0,1
2981,4382.236668200552,Wire Transfer,19,35373.09951109274,Germany,Desktop,Night,Prepaid,0,0,3.309864721705825,High,0,0,1
4823,3776.7687707069713,ATM,34,1463.1054583666091,Mexico,Tablet,Morning,Debit,0,0,2.0138739535306844,Low,0,0,0
3018,4051.228581882958,ATM,41,17606.924178012177,Canada,Desktop,Morning,Debit,0,1,4.107380615833223,Low,0,0,0
1567,6678.82349392179,Wire Transfer,76,14309.312334206697,France,Tablet,Afternoon,Credit,0,1,4.0469259800363435,Medium,0,0,1
32,1713.5359956360423,POS,59,31250.972708405207,UK,Mobile,Night,Prepaid,0,1,2.9450936207283185,Medium,0,0,1
938,9143.845077539385,Online,49,44769.813382172164,UK,Mobile,Morning,Prepaid,0,0,1.3351724423564277,Medium,1,0,1
1216,2215.488431759716,Online,78,15439.601490029798,India,Tablet,Morning,Credit,0,1,4.395471474907393,Low,0,0,1
1938,8252.24360769882,ATM,71,16449.78873439844,Canada,Tablet,Morning,Prepaid,1,1,3.3918483936067445,Medium,0,0,1
1130,2604.940299765659,ATM,33,1921.66964006818,India,Mobile,Night,Debit,1,0,4.587265736776363,High,0,0,1
310,2715.6141901081214,ATM,22,40467.14143693512,Mexico,Tablet,Afternoon,Debit,0,0,3.1931952464531324,High,1,0,1
4902,4843.763586454471,POS,19,27302.72962182822,USA,Tablet,Evening,Prepaid,0,0,3.083555538495179,Low,0,0,0
2169,6765.013845133586,Online,20,32529.24933230617,USA,Tablet,Afternoon,Prepaid,0,1,3.283009542253873,High,0,0,1
3114,923.0009484544463,Online,20,15825.352443751333,India,Tablet,Evening,Credit,0,0,2.821964462505884,Medium,0,0,0
496,3539.9887579802676,ATM,39,42807.307514314365,Mexico,Desktop,Night,Credit,0,0,1.3949546266035684,Low,0,0,1
206,101.87854565013018,POS,55,47775.88532086204,Germany,Mobile,Evening,Credit,1,0,2.9400226478570692,Medium,0,0,1
2674,2000.1605961915905,Online,75,33549.11706347592,UK,Mobile,Evening,Debit,0,0,1.0795787655871574,High,0,0,1
3358,3834.1596567195143,POS,28,19696.648932312353,Germany,Desktop,Evening,Credit,0,0,3.3099542061091216,Low,1,0,0
3831,3816.1028239473153,ATM,20,2452.942687313225,Canada,Tablet,Evening,Prepaid,0,1,3.445190605551932,Medium,0,0,0
306,9758.76227383072,ATM,24,15477.099593104404,USA,Mobile,Morning,Prepaid,0,0,1.2110643490717439,High,0,0,1
3794,7391.278104558996,Wire Transfer,18,10053.909389693594,USA,Desktop,Evening,Debit,0,0,3.3929342388572157,Medium,1,0,0
2202,1116.0987273298936,ATM,76,49287.23510050147,USA,Tablet,Afternoon,Debit,1,1,3.1904969835934542,Medium,0,0,1
1062,9840.993857300959,ATM,29,4214.609421870674,UK,Desktop,Evening,Prepaid,0,0,1.9906660250997739,High,0,0,1
844,9611.092471519856,Wire Transfer,50,5335.692999688435,France,Mobile,Afternoon,Debit,0,1,3.118487180218675,Low,0,0,1
3873,1576.558926114889,POS,65,3739.1627979541986,Germany,Tablet,Night,Debit,1,0,4.95116590796545,High,1,0,0
2252,9097.171926171559,ATM,20,8911.721163466113,UK,Desktop,Night,Prepaid,0,0,1.9874685662245881,High,0,0,1
212,6922.033024950006,POS,65,17700.98190160056,UK,Tablet,Morning,Prepaid,1,1,2.797227311813505,Low,0,0,1
3998,3951.7774300360484,ATM,43,22103.03551971115,USA,Mobile,Night,Debit,0,1,4.261372467615407,Low,0,0,0
680,8656.416187680863,Online,58,48841.71325900946,France,Desktop,Afternoon,Credit,0,0,1.5099761495676922,High,0,0,1
566,5903.277691677785,ATM,77,22940.34771345178,Mexico,Mobile,Night,Debit,0,0,2.9558300319781985,High,0,0,1
3291,679.0663841324625,ATM,73,27793.55481982526,UK,Tablet,Morning,Prepaid,0,0,4.853320671957687,Low,0,0,0
4355,5415.727110539659,Wire Transfer,67,21637.543455549978,UK,Tablet,Night,Credit,0,0,4.431975001922248,Low,0,0,0
681,8172.549988783307,POS,24,36987.49736952428,Canada,Desktop,Night,Credit,0,0,4.879600932161631,Low,0,0,1
181,3417.2528469920826,POS,36,35672.868021702205,Mexico,Desktop,Afternoon,Credit,1,1,2.949281114149534,High,0,0,1
4280,3923.507081117159,POS,41,30383.878074436194,USA,Mobile,Afternoon,Debit,0,0,3.5583234290949175,Low,0,0,0
2496,4928.331545211808,Online,55,28592.32998931598,France,Mobile,Evening,Debit,0,0,4.181290946926937,High,0,0,1
2317,2754.56793994,ATM,37,13029.894318588807,UK,Mobile,Morning,Prepaid,0,0,2.905309451904251,Low,0,0,1
4274,4779.387732908734,Online,33,12969.20105191231,Canada,Mobile,Evening,Debit,1,1,2.6693358711597686,Low,0,0,0
279,7022.649103804456,POS,71,29971.41960552093,Mexico,Tablet,Morning,Debit,1,0,1.7767247095945076,Medium,0,0,1
3684,2376.96391581742,POS,79,43043.5061777336,India,Tablet,Afternoon,Debit,0,0,4.493946334887306,High,0,0,0
4763,7548.147918445308,Wire Transfer,62,34165.182630201074,UK,Mobile,Afternoon,Prepaid,1,1,4.032919334183027,High,1,1,0
433,6185.998452529448,Online,46,16505.58989276206,USA,Mobile,Evening,Prepaid,0,0,0.42922723395760776,Medium,0,0,1
290,5912.424273084417,ATM,39,27746.582218717165,Germany,Tablet,Afternoon,Debit,0,0,2.0254571372741865,High,1,0,1
1028,8447.048491365353,ATM,61,25972.150877721608,Mexico,Desktop,Night,Prepaid,1,0,3.406640421521626,Medium,1,0,1
536,9448.209641525456,Online,36,45561.770772384654,UK,Mobile,Morning,Credit,0,0,3.9901719984110327,High,0,0,1
3632,1528.965188570673,Online,53,15574.771236380097,UK,Desktop,Afternoon,Prepaid,0,1,1.690652166144375,Medium,0,0,0
189,5301.209277776505,Wire Transfer,22,30578.827273970055,France,Mobile,Morning,Credit,0,0,4.553407555183532,High,0,0,1
2175,2279.5237746649136,POS,49,28579.44576483596,France,Tablet,Evening,Credit,0,0,2.4945542694645857,Low,0,0,1
3916,3957.6014217483275,Online,45,10575.048028989364,India,Desktop,Evening,Credit,0,0,3.8315505208841762,High,0,1,0
1863,1782.5134070023717,POS,47,18502.90180230801,USA,Desktop,Night,Prepaid,0,0,1.9204156764026976,High,0,0,1
271,8095.517943230351,Online,58,38257.65804242734,France,Tablet,Afternoon,Debit,1,1,0.15994450682910452,High,1,0,1
1729,8141.562992365128,Online,65,15009.60921528322,Germany,Desktop,Morning,Credit,0,0,1.9492344824172099,Low,0,0,1
4076,5757.838139559694,Wire Transfer,67,33389.739640328495,Canada,Tablet,Morning,Credit,1,1,0.4954340246497677,Low,1,0,0
2158,3485.9347017058444,POS,44,1957.527213853899,France,Mobile,Afternoon,Debit,0,0,4.4534812384625635,Low,0,0,1
3932,1820.0209577103271,ATM,52,16842.49984676883,France,Mobile,Night,Debit,0,0,3.0867369503759514,Low,0,0,0
112,1620.6006596675043,Wire Transfer,49,4287.552545555218,Mexico,Mobile,Afternoon,Debit,0,0,4.847654529331411,Low,0,0,1
2385,3195.479515028177,POS,25,17434.990456959258,Germany,Tablet,Afternoon,Credit,0,1,3.3307310644233734,Low,1,0,1
221,6579.55279408043,POS,33,18399.253859339333,USA,Tablet,Morning,Debit,0,0,1.1323429458668175,Low,0,0,1
628,7477.234671956227,POS,59,32968.75937097464,Germany,Mobile,Afternoon,Prepaid,0,0,3.498661275417208,High,0,0,1
1182,3425.302938726474,Wire Transfer,75,12544.61881769256,UK,Mobile,Evening,Prepaid,0,1,2.331839150517414,Medium,0,0,1
3382,4329.13880176944,POS,42,16094.567126698195,Germany,Desktop,Afternoon,Prepaid,1,0,2.296159997060426,High,0,0,0
2423,7564.574003362267,Online,44,46850.484975607185,Germany,Mobile,Evening,Credit,0,0,1.8986108651941853,High,0,0,1
791,1541.9805171296412,ATM,40,49513.2819864464,Germany,Tablet,Morning,Credit,0,0,2.9654327952293538,Low,0,0,1
4276,5821.5491077376555,ATM,29,22185.542760949313,Mexico,Desktop,Morning,Credit,0,0,1.2858538448577395,High,0,1,0
462,6495.610918139475,ATM,25,15556.034037982368,UK,Mobile,Evening,Prepaid,1,1,3.4635029196022478,Low,1,0,1
4403,2466.0159505090687,POS,24,49327.3382653392,France,Desktop,Morning,Debit,0,0,4.280601953195826,Medium,0,0,0
552,8523.293188182215,Online,57,34124.65168685744,India,Desktop,Night,Credit,0,0,2.80067622816216,High,0,0,1
3130,8386.533420091819,Wire Transfer,47,42221.1513630165,Canada,Tablet,Night,Credit,0,0,1.234404117779674,High,0,1,0
1445,8682.741121231278,Online,54,12622.123151398378,USA,Mobile,Night,Prepaid,1,1,3.1388948944421737,Low,0,0,1
199,8871.993378408522,POS,35,49851.09022808485,UK,Mobile,Night,Credit,0,1,3.8737090009493116,High,0,0,1
2590,7142.386798740832,POS,51,27928.671085413305,UK,Desktop,Night,Debit,0,1,1.7065686917543408,Low,0,0,1
403,5057.471200754093,Wire Transfer,48,30326.293352526685,UK,Desktop,Afternoon,Debit,0,0,0.9390260928303992,Medium,0,0,1
3960,403.5244185912658,ATM,59,27595.060924758618,UK,Tablet,Night,Prepaid,0,1,0.47643261773411816,Medium,0,0,0
4190,7009.108848980572,POS,41,38521.890406248924,UK,Mobile,Morning,Debit,1,1,0.3795860800409525,Low,0,0,0
4764,2493.56279728693,POS,35,44589.58557415789,Canada,Tablet,Morning,Credit,0,1,3.2018470996120554,Medium,0,0,0
2096,7930.615646148055,Online,72,25669.70046042578,India,Tablet,Evening,Prepaid,0,0,1.1323875995458141,Low,0,0,1
2901,1287.3893442119513,POS,74,22183.90998277297,Mexico,Tablet,Night,Prepaid,0,0,3.8874966103647903,High,0,0,1
4463,9965.297824898205,Online,27,16773.197559132375,France,Desktop,Afternoon,Debit,1,1,1.704547995535885,Low,0,0,0
651,878.3336779933627,Online,18,7265.822816831303,USA,Tablet,Night,Credit,0,0,2.0977145774914203,Low,0,0,1
709,2553.860141090001,Online,61,21662.53713478752,USA,Tablet,Morning,Prepaid,0,1,3.94641048679428,High,1,0,1
1481,8180.163819588466,Wire Transfer,29,4232.130360612568,UK,Tablet,Afternoon,Credit,0,1,4.203444351826396,Low,0,0,1
4415,4113.780211896122,ATM,54,47394.482957309025,Canada,Tablet,Morning,Debit,0,0,4.041824224310251,Low,0,0,0
3066,2681.3462582968377,POS,49,18609.344853404913,Canada,Mobile,Night,Credit,0,1,4.353667797268581,Low,0,0,0
2396,3465.3158327711953,Wire Transfer,64,2871.7597097471903,India,Tablet,Morning,Prepaid,0,0,4.453637987892771,Medium,0,0,1
1770,3950.818022914653,Wire Transfer,77,26594.54788295499,India,Mobile,Evening,Credit,0,0,3.6974761979345727,Low,0,0,1
315,8361.441403916937,Online,42,19998.10622919689,France,Tablet,Night,Credit,1,0,2.317691125143799,Low,0,0,1
3762,7351.909215474993,Online,58,1276.1922278556603,India,Mobile,Evening,Debit,0,0,0.8413395989074139,Medium,0,0,0
4910,5471.305876324144,Online,50,27448.731749306953,Mexico,Desktop,Afternoon,Credit,1,0,1.0927428478525358,Medium,0,0,0
114,8083.122591848525,POS,63,37181.43393003733,Canada,Mobile,Night,Prepaid,0,0,1.967817207344081,Low,0,0,1
961,837.1586925720134,ATM,33,6116.928798107063,Germany,Desktop,Evening,Prepaid,0,0,4.385473435062796,Medium,0,0,1
2911,2311.8624545523257,ATM,76,5579.76965243992,Canada,Desktop,Night,Debit,1,0,0.5301740660223285,High,0,0,1
3406,8068.5838797378965,ATM,32,12051.58689518055,Germany,Desktop,Morning,Credit,0,0,1.737795939529703,High,0,1,0
1624,9576.676592208749,ATM,60,19105.74322547593,UK,Desktop,Morning,Credit,0,0,1.9572370724858665,Medium,0,0,1
3323,7667.48534483052,Online,62,28275.036567775074,UK,Mobile,Afternoon,Credit,0,1,1.691037033759915,Medium,1,0,0
5000,5977.150659523812,ATM,32,43372.54776944301,UK,Desktop,Afternoon,Debit,0,1,2.7525187603401675,High,0,0,0
1819,6250.389052854095,ATM,45,33153.152456459604,USA,Mobile,Night,Credit,0,0,3.9248188388948493,Low,0,1,1
3195,3550.705238442618,Wire Transfer,21,30061.802897945257,France,Desktop,Morning,Credit,0,1,3.0646769912104723,Medium,0,0,0
3008,131.4461470590942,Online,49,13719.122183537518,France,Mobile,Evening,Credit,0,0,4.859758154764251,High,0,0,0
3415,7839.545128241612,Online,28,39236.75570430497,France,Desktop,Afternoon,Debit,0,0,0.3172820419280144,Low,0,0,0
4529,5725.508407584841,Wire Transfer,49,441.1294465170579,France,Mobile,Morning,Credit,1,0,2.4595438104029097,High,0,0,0
1898,1888.367098808007,ATM,53,33177.84597792805,France,Desktop,Afternoon,Credit,0,1,3.643012294410615,High,1,0,1
1919,3921.341724796515,Online,44,44616.92351104042,USA,Desktop,Night,Prepaid,0,1,2.422726590165572,Medium,0,0,1
1271,6952.86904240416,POS,53,20204.026474665472,Canada,Desktop,Evening,Credit,1,1,0.16829462567958026,Low,0,0,1
4177,5831.317348953368,ATM,77,41593.29350366025,France,Tablet,Morning,Prepaid,0,0,0.2935853753243788,Medium,0,1,0
4963,2926.1926232430947,POS,44,34463.71912308072,Germany,Tablet,Afternoon,Prepaid,0,0,4.432310923993657,Low,0,0,0
4884,1809.7848908488663,Online,25,25107.42263184926,Canada,Tablet,Evening,Prepaid,0,0,1.259147439569057,Medium,0,1,0
4095,3326.3953323110964,Online,54,26035.189101980675,UK,Tablet,Afternoon,Prepaid,0,1,0.11097831806111047,Low,0,0,0
3160,2930.907273017809,ATM,43,498.54857783113715,Mexico,Tablet,Morning,Credit,0,0,2.1198072563403723,High,0,0,0
1814,219.24016069881898,POS,79,23026.36655681881,USA,Tablet,Night,Debit,0,0,3.760999670736163,Medium,0,0,1
2427,1170.2282124032508,ATM,53,4004.60804401227,Mexico,Desktop,Morning,Credit,0,0,0.6812295444612669,Low,0,0,1
